FID_1,STATE,COUNTY,AREA,ACRES,Area_Type,_ZONE_NUMB,_HOUSEHOLD,AVERAGE_WO,AVERAGE_PE,AVERAGE_AU,TOTAL_EMPL,LAND_AREA_,POP_DENSIT,EMP_DENSIT,URBAN_AREA,TOTAL_AUTO,TAZ_LOCATI,_PERC_EMPL,PERC_EMPL_,PERC_EMPL1,TAZ_N,2010POP,MLU2010,MLU2020,EMP2010,Count_,Sum_CarbEM,Avg_CarbEM,Sum_TRIPDI,Avg_TRIPDI,Sum_TRIPSP,Avg_TRIPSP,Sum_TRIPDU,Avg_TRIPDU,CarEMTAZ,HH2010
88,39,061,17275198.11600000000,396.58400000000,2,107,438.00,1.31,2.50,2.18,28.00,396.00,2.70,0.00,0.00,955.00,1.00,0.04,0.96,0.00,107,1071,0.00000000000,0.00000000000,0,2,0.00522323,0.00261161,9.84825784,4.92412892,35.95433798,17.97716899,1843.66153800,921.83076900,1.49800000000,475
89,39,061,31189183.38200000000,716.00500000000,2,111,555.00,1.52,2.89,2.31,237.00,716.00,2.20,0.30,0.00,1283.00,1.00,0.10,0.42,0.48,111,1575,0.14911501970,0.00000000000,215,3,0.00871651,0.00290550,18.12719280,6.04239760,67.14878884,22.38292961,2616.57366810,872.19122270,1.73500000000,550
90,39,061,3394672.45400000000,77.93100000000,2,112,50.00,1.55,2.94,2.32,226.00,77.00,1.80,2.90,0.00,116.00,1.00,0.00,0.50,0.50,112,140,0.97578667404,0.00000000000,226,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17000000000,54
91,39,061,6938444.11700000000,159.28500000000,2,90,150.00,1.82,2.85,1.47,1497.00,159.00,2.60,9.40,0.00,221.00,5.00,0.55,0.39,0.05,90,414,0.63815098566,0.00000000000,1497,1,0.00173132,0.00173132,3.94450000,3.94450000,22.23950000,22.23950000,553.21052630,553.21052630,0.25600000000,81
92,39,061,6427083.38000000000,147.54600000000,2,91,12.00,1.76,2.75,1.50,1469.00,147.00,0.20,9.90,0.00,18.00,5.00,0.07,0.85,0.09,91,30,0.06724556697,0.00000000000,1461,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
93,39,061,4181669.71500000000,95.99800000000,2,94,0.00,0.66,0.00,1.94,1732.00,96.00,0.00,18.00,1.00,0.00,5.00,0.04,0.83,0.13,94,0,0.00000000000,0.00000000000,1728,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
94,39,061,4685818.68500000000,107.57200000000,2,93,5.00,1.48,2.80,2.00,3493.00,107.00,0.10,32.40,1.00,10.00,1.00,0.34,0.63,0.03,93,11,0.01063945412,0.00000000000,3485,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
95,39,061,5572382.41100000000,127.92400000000,2,92,104.00,1.48,2.80,1.92,330.00,127.00,2.20,2.50,0.00,200.00,1.00,0.28,0.72,0.00,92,281,0.80389244723,0.00000000000,320,1,0.00215399,0.00215399,4.92816901,4.92816901,25.58070423,25.58070423,561.64788730,561.64788730,0.23300000000,74
96,39,061,12280898.82500000000,281.93100000000,2,85,213.00,1.58,2.99,1.92,1770.00,281.00,2.20,6.20,0.00,409.00,1.00,0.22,0.64,0.14,85,620,0.75077183434,0.00000000000,1748,3,0.00946772,0.00315591,19.45743077,6.48581026,64.76412168,21.58804056,2412.85217400,804.28405800,0.73800000000,234
97,39,061,13346818.23300000000,306.40100000000,2,83,594.00,1.24,2.53,2.00,77.00,306.00,4.90,0.20,0.00,1188.00,1.00,0.00,1.00,0.00,83,1501,0.04684570224,0.00000000000,61,2,0.00316458,0.00158229,5.60883333,2.80441667,38.13722727,19.06861363,983.80000000,491.90000000,2.59300000000,822
98,39,061,15421641.57500000000,354.03200000000,2,84,1055.00,1.21,2.34,1.69,73.00,354.00,6.90,0.20,0.00,1787.00,1.00,0.01,0.96,0.03,84,2443,0.03372585799,0.00000000000,71,6,0.02030431,0.00338405,45.87919081,7.64653180,138.00653414,23.00108902,5762.18127200,960.36354533,2.43800000000,773
99,39,061,6935980.64200000000,159.22800000000,2,114,65.00,1.00,2.29,2.00,434.00,159.00,0.90,2.70,0.00,130.00,1.00,0.12,0.63,0.25,114,143,0.72080764041,0.00000000000,430,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22400000000,71
100,39,061,16360672.37600000000,375.58900000000,2,113,671.00,1.18,2.28,1.68,842.00,375.00,4.00,2.20,0.00,1128.00,1.00,0.04,0.86,0.11,113,1502,0.49006392427,0.00000000000,826,3,0.00827699,0.00275900,19.36088043,6.45362681,73.93143841,24.64381280,2328.62172000,776.20724000,2.07300000000,657
101,39,061,10820178.09100000000,248.39700000000,2,408,104.00,1.08,1.98,1.07,742.00,248.00,0.80,2.90,0.00,111.00,1.00,0.10,0.87,0.03,408,199,0.63789291114,0.00000000000,720,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19200000000,61
102,39,061,24168878.58900000000,554.84100000000,2,407,0.00,0.55,0.00,1.07,3599.00,554.00,0.00,6.40,0.00,0.00,2.00,0.71,0.23,0.06,407,0,0.00000000000,0.00000000000,3551,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00900000000,3
103,39,061,13949639.02200000000,320.24000000000,2,405,0.00,0.55,0.00,1.07,1171.00,320.00,0.00,3.60,0.00,0.00,5.00,0.48,0.38,0.14,405,0,0.00000000000,0.00000000000,1153,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00300000000,1
104,39,061,12377963.34700000000,284.15900000000,2,406,65.00,1.25,2.29,1.08,2328.00,284.00,0.50,8.10,0.00,70.00,5.00,0.49,0.34,0.16,406,142,0.18925851159,0.00000000000,2302,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.51100000000,162
105,39,061,15791310.76900000000,362.51900000000,2,115,0.00,0.44,0.00,2.00,1712.00,362.00,0.00,4.70,0.00,0.00,1.00,0.58,0.39,0.03,115,0,0.00000000000,0.00000000000,1704,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01900000000,6
106,39,061,13969830.18300000000,320.70300000000,2,116,0.00,0.44,0.00,2.00,1923.00,320.00,0.00,6.00,0.00,0.00,1.00,0.45,0.55,0.01,116,0,0.00000000000,0.00000000000,1924,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
107,39,061,7077032.12300000000,162.46600000000,2,117,0.00,0.53,0.00,2.31,1618.00,162.00,0.00,9.90,1.00,0.00,1.00,0.98,0.00,0.02,117,0,0.00000000000,0.00000000000,1608,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
108,39,061,15980603.57800000000,366.86400000000,2,119,0.00,0.53,0.00,2.31,849.00,366.00,0.00,2.30,1.00,0.00,1.00,0.59,0.35,0.06,119,0,0.00000000000,0.00000000000,844,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
109,39,061,11399002.71300000000,261.68500000000,2,118,0.00,0.53,0.00,2.31,5562.00,261.00,0.00,21.20,1.00,0.00,5.00,1.00,0.00,0.00,118,0,0.00000000000,0.00000000000,5548,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
110,39,061,11664117.99300000000,267.77100000000,2,120,100.00,0.94,1.90,1.64,606.00,267.00,0.70,2.20,1.00,164.00,1.00,0.93,0.06,0.01,120,187,0.69956796513,0.00000000000,589,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24000000000,76
111,39,061,8280476.41800000000,190.09400000000,2,110,191.00,1.46,2.77,2.31,106.00,190.00,2.70,0.50,0.00,442.00,1.00,0.19,0.66,0.15,110,513,0.19704899426,0.00000000000,95,2,0.00519905,0.00259953,9.60456673,4.80228337,37.91008223,18.95504112,1457.39483150,728.69741575,0.56200000000,178
112,39,061,14697109.51100000000,337.39900000000,2,122,1430.00,0.99,2.12,1.68,246.00,337.00,8.90,0.70,0.00,2409.00,1.00,0.27,0.70,0.03,122,3003,0.08865043092,0.00000000000,236,2,0.00504737,0.00252368,10.50508224,5.25254112,48.99562500,24.49781250,1487.70000000,743.85000000,3.53300000000,1120
113,39,061,7236781.69800000000,166.13400000000,1,212,676.00,1.02,2.42,1.23,482.00,166.00,9.80,2.90,1.00,829.00,1.00,0.01,0.81,0.17,212,1628,0.29748649831,0.00000000000,482,5,0.00962222,0.00192444,18.85896467,3.77179293,90.69732500,18.13946500,3128.74175220,625.74835044,1.72700000000,744
114,39,061,1225579.93700000000,28.13500000000,1,103,39.00,1.00,1.95,1.72,363.00,28.00,2.70,12.90,1.00,67.00,1.00,0.00,0.21,0.79,103,76,0.52371331245,0.00000000000,363,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
115,39,061,11518476.73200000000,264.42800000000,2,109,382.00,1.03,2.01,1.71,397.00,264.00,2.90,1.50,0.00,654.00,1.00,0.00,0.99,0.00,109,767,0.46799348911,0.00000000000,397,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.03200000000,327
116,39,061,8094909.63300000000,185.83400000000,2,108,388.00,1.20,2.35,1.69,40.00,185.00,4.90,0.20,0.00,657.00,1.00,0.08,0.93,0.00,108,911,0.04681771157,0.00000000000,37,1,0.00263740,0.00263740,4.19692308,4.19692308,17.67153846,17.67153846,850.77777780,850.77777780,1.47900000000,469
117,39,061,21510362.10100000000,493.81000000000,2,123,1132.00,1.35,2.52,1.89,76.00,493.00,5.70,0.10,0.00,2144.00,1.00,0.24,0.74,0.03,123,2815,0.02033728347,0.00000000000,49,3,0.01243927,0.00414642,28.18801199,9.39600400,75.70467059,25.23489020,3474.44397400,1158.14799133,4.91200000000,1557
118,39,061,6523045.97100000000,149.74900000000,2,124,401.00,0.99,2.07,1.55,703.00,149.00,5.50,4.60,0.00,621.00,1.00,0.08,0.66,0.26,124,824,0.66085244402,0.00000000000,689,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.82000000000,260
119,39,061,10629802.14200000000,244.02700000000,1,126,286.00,1.34,2.16,1.37,806.00,244.00,2.50,3.30,1.00,393.00,1.00,0.62,0.26,0.12,126,610,0.87567388817,0.00000000000,805,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.69400000000,299
120,39,061,6518533.80900000000,149.64500000000,1,121,545.00,1.13,2.27,1.64,580.00,149.00,8.20,3.80,1.00,895.00,1.00,0.06,0.58,0.37,121,1227,0.42975363410,0.00000000000,569,3,0.00581013,0.00193671,10.47735043,3.49245014,58.93555556,19.64518519,1594.15491460,531.38497153,1.16300000000,501
121,39,061,4596584.59900000000,105.52300000000,2,387,63.00,1.08,2.05,1.60,464.00,105.00,1.20,4.40,1.00,101.00,1.00,0.50,0.28,0.22,387,127,0.63366415936,0.00000000000,464,1,0.00067656,0.00067656,1.14571429,1.14571429,15.38904762,15.38904762,270.14285710,270.14285710,0.16100000000,51
122,39,061,5653600.31600000000,129.78900000000,1,385,388.00,1.11,2.33,1.38,190.00,129.00,6.90,1.40,1.00,535.00,1.00,0.23,0.75,0.02,385,896,0.21409467596,0.00000000000,182,1,0.00306380,0.00306380,5.81191489,5.81191489,20.25085106,20.25085106,720.70454550,720.70454550,0.77700000000,335
123,39,061,7251594.43600000000,166.47400000000,1,384,440.00,1.18,2.18,1.61,846.00,166.00,5.70,5.00,1.00,707.00,1.00,0.83,0.15,0.02,384,949,0.68197123786,0.00000000000,832,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.87300000000,376
124,39,061,6818678.93700000000,156.53500000000,1,125,553.00,1.36,2.09,1.54,1815.00,156.00,7.30,11.50,1.00,851.00,1.00,0.61,0.26,0.13,125,1143,0.96341712493,0.00000000000,1800,2,0.00450185,0.00225093,8.66492754,4.33246377,39.81879227,19.90939614,1322.70310560,661.35155280,1.44100000000,621
125,39,061,8699052.18900000000,199.70300000000,2,386,323.00,1.01,1.95,1.49,349.00,199.00,3.10,1.70,0.00,482.00,1.00,0.71,0.17,0.12,386,619,0.48853118991,0.00000000000,339,2,0.00501255,0.00250628,9.47076040,4.73538020,40.23805596,20.11902798,1454.27848100,727.13924050,0.88000000000,279
126,39,061,7757893.70000000000,178.09700000000,1,392,399.00,1.42,2.65,2.19,356.00,178.00,5.90,2.00,1.00,874.00,1.00,0.08,0.80,0.12,392,1051,0.33320629064,0.00000000000,356,1,0.00171029,0.00171029,2.79000000,2.79000000,14.33869565,14.33869565,713.76744190,713.76744190,1.14900000000,495
127,39,061,15082950.84000000000,346.25700000000,2,388,842.00,1.18,2.24,1.61,1206.00,346.00,5.40,3.40,0.00,1355.00,1.00,0.52,0.47,0.01,388,1870,0.54170632430,0.00000000000,1177,4,0.00997086,0.00249271,17.79689418,4.44922354,74.66252578,18.66563144,2953.60171570,738.40042893,2.35600000000,747
128,39,061,5712072.23300000000,131.13100000000,2,389,421.00,0.83,2.58,1.28,212.00,131.00,8.30,1.60,0.00,540.00,1.00,0.05,0.67,0.28,389,1088,0.20452813606,0.00000000000,210,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.02800000000,326
129,39,061,10723612.20300000000,246.18000000000,2,391,631.00,1.17,2.43,1.64,359.00,246.00,6.20,1.40,0.00,1032.00,1.00,0.20,0.77,0.03,391,1526,0.23544229576,0.00000000000,345,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.64000000000,520
130,39,061,7680860.61000000000,176.32800000000,1,380,765.00,1.29,2.17,1.58,340.00,176.00,9.40,1.90,1.00,1208.00,1.00,0.03,0.69,0.28,380,1657,0.21319785066,0.00000000000,335,1,0.00327908,0.00327908,6.62687500,6.62687500,23.88645833,23.88645833,749.09090910,749.09090910,1.93100000000,832
131,39,061,4026285.20500000000,92.43100000000,1,393,327.00,0.92,1.89,1.81,383.00,92.00,6.70,4.10,1.00,594.00,1.00,0.03,0.64,0.33,393,619,0.53087418590,0.00000000000,379,1,0.00194098,0.00194098,4.21722222,4.21722222,21.71500000,21.71500000,647.55555560,647.55555560,0.48000000000,207
132,39,061,2944656.33600000000,67.60000000000,1,379,68.00,1.01,1.94,1.00,1120.00,67.00,1.90,16.50,1.00,69.00,1.00,0.00,0.90,0.10,379,128,0.32567900849,0.00000000000,1115,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
133,39,061,6849273.79900000000,157.23800000000,1,169,88.00,1.56,2.32,1.23,1247.00,157.00,1.30,7.90,1.00,108.00,1.00,0.68,0.32,0.00,169,204,0.43543091407,0.00000000000,1242,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06500000000,28
134,39,061,2464676.46300000000,56.58100000000,1,173,350.00,0.82,2.10,1.14,52.00,56.00,12.90,0.90,1.00,399.00,1.00,0.04,0.81,0.15,173,730,0.07919795762,0.00000000000,51,1,0.00237862,0.00237862,2.70236842,2.70236842,10.55552632,10.55552632,783.94594590,783.94594590,0.36700000000,158
135,39,061,6457722.90000000000,148.24900000000,1,200,240.00,0.81,2.08,1.25,680.00,148.00,3.30,4.50,1.00,299.00,1.00,0.92,0.05,0.03,200,489,0.89197262085,0.00000000000,667,3,0.01804713,0.00601571,32.90455882,10.96818627,60.75584575,20.25194858,3364.49596800,1121.49865600,0.36700000000,158
136,39,061,3255723.57400000000,74.74100000000,1,201,0.00,0.51,0.00,1.39,3087.00,74.00,0.00,41.30,1.00,0.00,1.00,0.14,0.85,0.01,201,0,0.00000000000,0.00000000000,3087,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
137,39,061,1687514.46400000000,38.74000000000,1,202,0.00,0.49,0.00,1.46,1917.00,38.00,0.00,49.40,1.00,0.00,1.00,0.01,0.72,0.26,202,0,0.00000000000,0.00000000000,1914,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37100000000,160
138,39,061,5658180.24700000000,129.89400000000,1,203,910.00,1.05,2.04,1.39,257.00,129.00,14.30,1.90,1.00,1267.00,1.00,0.00,0.95,0.05,203,1857,0.14557238354,0.00000000000,247,5,0.01030387,0.00206077,20.70033036,4.14006607,109.47607327,21.89521465,3018.15834480,603.63166896,1.92200000000,828
139,39,061,4595734.12900000000,105.50400000000,1,199,666.00,1.13,1.91,1.25,582.00,105.00,12.00,5.50,1.00,830.00,1.00,0.95,0.02,0.04,199,1266,0.42567082787,0.00000000000,580,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.12100000000,483
140,39,061,6189848.11200000000,142.09900000000,1,127,122.00,1.20,1.84,1.52,1052.00,142.00,1.50,7.40,1.00,186.00,1.00,0.48,0.40,0.12,127,213,0.51087176851,0.00000000000,1052,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21400000000,92
141,39,061,3804581.39000000000,87.34100000000,1,369,518.00,0.80,1.70,0.88,395.00,87.00,10.00,4.50,1.00,458.00,1.00,0.23,0.77,0.01,369,873,0.41982443006,0.00000000000,393,4,0.01032078,0.00258020,21.57954545,5.39488636,86.31094806,21.57773702,3374.52527470,843.63131867,0.99800000000,430
142,39,061,6276766.36900000000,144.09500000000,1,368,673.00,0.70,1.48,0.89,1386.00,144.00,6.90,9.60,1.00,596.00,1.00,0.00,0.86,0.14,368,994,0.90178980825,0.00000000000,1383,2,0.00338870,0.00169435,5.80971154,2.90485577,32.35576923,16.17788462,1281.24060150,640.62030075,0.80300000000,346
143,39,061,2909337.88200000000,66.78900000000,1,367,468.00,0.87,2.26,0.95,125.00,66.00,15.80,1.80,1.00,444.00,1.00,0.03,0.30,0.67,367,1055,0.12581306695,0.00000000000,120,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20900000000,90
144,39,061,4059341.20300000000,93.19000000000,1,371,263.00,0.85,2.06,1.21,481.00,93.00,5.80,5.10,1.00,317.00,1.00,0.00,0.77,0.23,371,541,0.68263289928,0.00000000000,475,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38500000000,166
145,39,061,11024379.60000000000,253.08500000000,1,365,504.00,0.95,2.16,1.36,386.00,253.00,4.30,1.50,1.00,684.00,1.00,0.00,0.94,0.06,365,1088,0.34180235621,0.00000000000,380,1,0.00069551,0.00069551,0.53000000,0.53000000,8.43000000,8.43000000,226.00000000,226.00000000,1.13500000000,489
146,39,061,3820835.35500000000,87.71400000000,1,364,533.00,0.91,2.32,0.94,45.00,87.00,14.10,0.50,1.00,501.00,1.00,0.04,0.62,0.33,364,1237,0.04112201800,0.00000000000,44,1,0.00203632,0.00203632,4.37372093,4.37372093,21.94127907,21.94127907,642.41176470,642.41176470,0.95600000000,412
147,39,061,9445164.86600000000,216.83100000000,1,381,500.00,1.09,2.10,1.48,290.00,216.00,4.80,1.30,1.00,738.00,1.00,0.19,0.20,0.62,381,1041,0.27567728630,0.00000000000,282,2,0.00519785,0.00259893,11.46330113,5.73165056,47.09136876,23.54568438,1624.23000000,812.11500000,1.60100000000,690
148,39,061,9663043.60500000000,221.83300000000,1,382,926.00,1.03,2.11,1.29,400.00,221.00,8.80,1.80,1.00,1195.00,1.00,0.00,0.92,0.08,382,1952,0.21529926274,0.00000000000,399,1,0.00161431,0.00161431,3.05222222,3.05222222,19.90000000,19.90000000,483.70833330,483.70833330,1.34400000000,579
149,39,061,5847988.97600000000,134.25100000000,1,383,228.00,0.76,2.13,0.72,1465.00,134.00,3.60,10.90,1.00,165.00,1.00,0.11,0.80,0.09,383,483,0.71745149635,0.00000000000,1463,1,0.00264328,0.00264328,5.01600000,5.01600000,22.06500000,22.06500000,860.22222220,860.22222220,0.73800000000,318
150,39,061,8806178.72600000000,202.16200000000,1,373,59.00,0.91,2.19,1.39,983.00,202.00,0.60,4.80,1.00,82.00,1.00,0.14,0.86,0.00,373,121,0.34896764521,0.00000000000,970,1,0.00218503,0.00218503,3.40722222,3.40722222,15.62111111,15.62111111,694.93750000,694.93750000,0.27800000000,120
151,39,061,7990496.68700000000,183.43700000000,1,370,840.00,1.10,2.04,1.38,110.00,183.00,9.30,0.60,1.00,1161.00,1.00,0.00,0.99,0.01,370,1706,0.07331753585,0.00000000000,110,2,0.00388939,0.00194470,7.54181818,3.77090909,38.59987013,19.29993507,1333.83333330,666.91666665,2.99600000000,1291
152,39,061,5601639.11600000000,128.59600000000,1,372,11.00,0.90,2.18,1.36,729.00,128.00,0.10,5.60,1.00,15.00,1.00,0.21,0.76,0.03,372,13,0.05937033036,0.00000000000,720,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000000,0
153,39,061,5775640.08800000000,132.59000000000,1,363,356.00,1.19,2.05,1.33,420.00,132.00,5.50,3.10,1.00,473.00,1.00,0.50,0.48,0.02,363,729,0.49932645599,0.00000000000,411,1,0.00161695,0.00161695,1.38142857,1.38142857,8.35285714,8.35285714,595.33333330,595.33333330,0.80500000000,347
154,39,061,4510701.60900000000,103.55100000000,1,362,129.00,1.22,2.12,1.33,514.00,103.00,2.60,4.90,1.00,171.00,1.00,0.82,0.18,0.00,362,269,0.94681476902,0.00000000000,507,2,0.00390582,0.00195291,7.33783871,3.66891935,38.07768387,19.03884194,1272.64320900,636.32160450,0.26700000000,115
155,39,061,7019409.76700000000,161.14300000000,1,172,1011.00,1.09,2.30,1.59,325.00,161.00,14.40,2.00,1.00,1605.00,1.00,0.55,0.28,0.16,172,2320,0.15142224045,0.00000000000,322,1,0.00183536,0.00183536,3.58369863,3.58369863,21.18219178,21.18219178,494.34848480,494.34848480,1.49700000000,645
156,39,061,13745700.92100000000,315.55800000000,1,366,2013.00,0.91,2.22,1.27,138.00,315.00,14.10,0.40,1.00,2567.00,1.00,0.38,0.23,0.39,366,4449,0.03287934782,0.00000000000,126,8,0.01899873,0.00237484,32.84934538,4.10616817,147.41809911,18.42726239,5731.84191400,716.48023925,3.60600000000,1554
157,39,061,12021845.93800000000,275.98400000000,1,361,188.00,0.84,2.14,0.94,1674.00,275.00,1.40,6.00,1.00,177.00,5.00,0.63,0.33,0.04,361,386,0.56625759987,0.00000000000,1656,1,0.00177868,0.00177868,4.92000000,4.92000000,25.05222222,25.05222222,576.85185190,576.85185190,0.56900000000,245
